"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
49,28,"BOL","Bolivia",2,"Cochabamba",17,"Chapare",49,"Tiquipaya","Município","Municipality",NA,NA
50,28,"BOL","Bolivia",2,"Cochabamba",17,"Chapare",50,"Villa Tunari","Município","Municipality",NA,NA
51,28,"BOL","Bolivia",2,"Cochabamba",18,"Esteban Arce",51,"Anzaldo","Município","Municipality",NA,NA
52,28,"BOL","Bolivia",2,"Cochabamba",18,"Esteban Arce",52,"Arbieto","Município","Municipality",NA,NA
53,28,"BOL","Bolivia",2,"Cochabamba",18,"Esteban Arce",53,"Tacachi","Município","Municipality",NA,NA
54,28,"BOL","Bolivia",2,"Cochabamba",18,"Esteban Arce",54,"Tarata","Município","Municipality",NA,NA
55,28,"BOL","Bolivia",2,"Cochabamba",19,"Germán Jordán",55,"Cliza","Município","Municipality",NA,NA
56,28,"BOL","Bolivia",2,"Cochabamba",19,"Germán Jordán",56,"Toko","Município","Municipality",NA,NA
57,28,"BOL","Bolivia",2,"Cochabamba",19,"Germán Jordán",57,"Tolata","Município","Municipality",NA,NA
58,28,"BOL","Bolivia",2,"Cochabamba",20,"Mizque",58,"Alalay","Município","Municipality",NA,NA
59,28,"BOL","Bolivia",2,"Cochabamba",20,"Mizque",59,"Mizque","Município","Municipality",NA,NA
60,28,"BOL","Bolivia",2,"Cochabamba",20,"Mizque",60,"Sacabamba","Município","Municipality",NA,NA
61,28,"BOL","Bolivia",2,"Cochabamba",20,"Mizque",61,"Vila Vila","Município","Municipality",NA,NA
62,28,"BOL","Bolivia",2,"Cochabamba",21,"Narciso Campero",62,"Aiquile","Município","Municipality",NA,NA
63,28,"BOL","Bolivia",2,"Cochabamba",21,"Narciso Campero",63,"Omereque","Município","Municipality",NA,NA
64,28,"BOL","Bolivia",2,"Cochabamba",21,"Narciso Campero",64,"Pasorapa","Município","Municipality",NA,NA
65,28,"BOL","Bolivia",2,"Cochabamba",22,"Punata",65,"Cuchumuela","Município","Municipality",NA,NA
66,28,"BOL","Bolivia",2,"Cochabamba",22,"Punata",66,"Punata","Município","Municipality",NA,NA
67,28,"BOL","Bolivia",2,"Cochabamba",22,"Punata",67,"San Benito","Município","Municipality",NA,NA
68,28,"BOL","Bolivia",2,"Cochabamba",22,"Punata",68,"Villa Rivero","Município","Municipality",NA,NA
69,28,"BOL","Bolivia",2,"Cochabamba",23,"Quillacollo",69,"Quillacollo","Município","Municipality",NA,NA
70,28,"BOL","Bolivia",2,"Cochabamba",23,"Quillacollo",70,"Sipe Sipe","Município","Municipality",NA,NA
71,28,"BOL","Bolivia",2,"Cochabamba",23,"Quillacollo",71,"Vinto","Município","Municipality",NA,NA
72,28,"BOL","Bolivia",2,"Cochabamba",24,"Tapacarí",72,"Tapacarí","Município","Municipality",NA,NA
73,28,"BOL","Bolivia",3,"El Beni",25,"Cercado",73,"San Javier","Município","Municipality",NA,NA
74,28,"BOL","Bolivia",3,"El Beni",25,"Cercado",74,"Trinidad","Município","Municipality",NA,NA
75,28,"BOL","Bolivia",3,"El Beni",26,"José Ballivián",75,"Puerto Rurrenabaque","Município","Municipality",NA,NA
76,28,"BOL","Bolivia",3,"El Beni",26,"José Ballivián",76,"Reyes","Município","Municipality",NA,NA
77,28,"BOL","Bolivia",3,"El Beni",26,"José Ballivián",77,"San Borja","Município","Municipality",NA,NA
78,28,"BOL","Bolivia",3,"El Beni",26,"José Ballivián",78,"Santa Rosa","Município","Municipality",NA,NA
79,28,"BOL","Bolivia",3,"El Beni",27,"Mamoré",79,"Puerto Siles","Município","Municipality",NA,NA
80,28,"BOL","Bolivia",3,"El Beni",27,"Mamoré",80,"San Joaquín","Município","Municipality",NA,NA
81,28,"BOL","Bolivia",3,"El Beni",27,"Mamoré",81,"San Ramón","Município","Municipality",NA,NA
82,28,"BOL","Bolivia",3,"El Beni",28,"Marbán",82,"Ascensión de Guarayos","Município","Municipality",NA,NA
83,28,"BOL","Bolivia",3,"El Beni",28,"Marbán",83,"Loreto","Município","Municipality",NA,NA
84,28,"BOL","Bolivia",3,"El Beni",28,"Marbán",84,"San Andrés","Município","Municipality",NA,NA
85,28,"BOL","Bolivia",3,"El Beni",29,"Moxos",85,"San Ignacio","Município","Municipality",NA,NA
86,28,"BOL","Bolivia",3,"El Beni",30,"Vaca Díez",86,"Baures","Município","Municipality",NA,NA
87,28,"BOL","Bolivia",3,"El Beni",30,"Vaca Díez",87,"Huacaraje","Município","Municipality",NA,NA
88,28,"BOL","Bolivia",3,"El Beni",30,"Vaca Díez",88,"Magdalena","Município","Municipality",NA,NA
89,28,"BOL","Bolivia",3,"El Beni",30,"Vaca Díez",89,"Puerto Guayaramerín","Município","Municipality",NA,NA
90,28,"BOL","Bolivia",3,"El Beni",30,"Vaca Díez",90,"Riberalta","Município","Municipality",NA,NA
91,28,"BOL","Bolivia",3,"El Beni",31,"Yacuma",91,"Exaltación","Município","Municipality",NA,NA
92,28,"BOL","Bolivia",3,"El Beni",31,"Yacuma",92,"Santa Ana del Yacuma","Município","Municipality",NA,NA
93,28,"BOL","Bolivia",4,"La Paz",32,"Abel Iturralde",93,"Ixiamas","Município","Municipality",NA,NA
94,28,"BOL","Bolivia",4,"La Paz",32,"Abel Iturralde",94,"San Buenaventura","Município","Municipality",NA,NA
95,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",95,"Ayo Ayo","Município","Municipality",NA,NA
96,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",96,"Calamarca","Município","Municipality",NA,NA
97,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",97,"Collana","Município","Municipality",NA,NA
98,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",98,"Colquencha","Município","Municipality",NA,NA
99,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",99,"Patacamaya","Município","Municipality",NA,NA
100,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",100,"Sica Sica","Município","Municipality",NA,NA
101,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",101,"Umala","Município","Municipality",NA,NA
102,28,"BOL","Bolivia",4,"La Paz",33,"Aroma",102,"Waldo Ballivián","Município","Municipality",NA,NA
103,28,"BOL","Bolivia",4,"La Paz",34,"Bautista Saavedra",103,"Curva","Município","Municipality",NA,NA
104,28,"BOL","Bolivia",4,"La Paz",34,"Bautista Saavedra",104,"Juan José Pérez","Município","Municipality",NA,NA
105,28,"BOL","Bolivia",4,"La Paz",35,"Eliodoro Camacho",105,"Lago","Município","Municipality",NA,NA
106,28,"BOL","Bolivia",4,"La Paz",35,"Eliodoro Camacho",106,"Mocomoco","Município","Municipality",NA,NA
107,28,"BOL","Bolivia",4,"La Paz",35,"Eliodoro Camacho",107,"Puerto Acosta","Município","Municipality",NA,NA
108,28,"BOL","Bolivia",4,"La Paz",35,"Eliodoro Camacho",108,"Puerto Carabuco","Município","Municipality",NA,NA
109,28,"BOL","Bolivia",4,"La Paz",36,"Franz Tamayo",109,"Apolo","Município","Municipality",NA,NA
110,28,"BOL","Bolivia",4,"La Paz",36,"Franz Tamayo",110,"Pelechuco","Município","Municipality",NA,NA
111,28,"BOL","Bolivia",4,"La Paz",37,"Gualberto Villarroel",111,"Chacarilla","Município","Municipality",NA,NA
112,28,"BOL","Bolivia",4,"La Paz",37,"Gualberto Villarroel",112,"Papel Pampa","Município","Municipality",NA,NA
113,28,"BOL","Bolivia",4,"La Paz",37,"Gualberto Villarroel",113,"San Pedro de Curahuara","Município","Municipality",NA,NA
114,28,"BOL","Bolivia",4,"La Paz",38,"Ingavi",114,"Desaguadero","Município","Municipality",NA,NA
115,28,"BOL","Bolivia",4,"La Paz",38,"Ingavi",115,"Guaqui","Município","Municipality",NA,NA
116,28,"BOL","Bolivia",4,"La Paz",38,"Ingavi",116,"Lago","Município","Municipality",NA,NA
117,28,"BOL","Bolivia",4,"La Paz",38,"Ingavi",117,"Tiahuanacu","Município","Municipality",NA,NA
118,28,"BOL","Bolivia",4,"La Paz",38,"Ingavi",118,"Viacha","Município","Municipality",NA,NA
119,28,"BOL","Bolivia",4,"La Paz",39,"Inquisivi",119,"Cajuata","Município","Municipality",NA,NA
120,28,"BOL","Bolivia",4,"La Paz",39,"Inquisivi",120,"Colquiri","Município","Municipality",NA,NA
121,28,"BOL","Bolivia",4,"La Paz",39,"Inquisivi",121,"Ichoca","Município","Municipality",NA,NA
122,28,"BOL","Bolivia",4,"La Paz",39,"Inquisivi",122,"Inquisivi","Município","Municipality",NA,NA
123,28,"BOL","Bolivia",4,"La Paz",39,"Inquisivi",123,"Quime","Município","Municipality",NA,NA
124,28,"BOL","Bolivia",4,"La Paz",39,"Inquisivi",124,"Villa Libertad Licoma","Município","Municipality",NA,NA
125,28,"BOL","Bolivia",4,"La Paz",40,"Larecaja",125,"Guanay","Município","Municipality",NA,NA
126,28,"BOL","Bolivia",4,"La Paz",40,"Larecaja",126,"Quiabaya","Município","Municipality",NA,NA
127,28,"BOL","Bolivia",4,"La Paz",40,"Larecaja",127,"Sorata","Município","Municipality",NA,NA
128,28,"BOL","Bolivia",4,"La Paz",40,"Larecaja",128,"Tacacoma","Município","Municipality",NA,NA
129,28,"BOL","Bolivia",4,"La Paz",40,"Larecaja",129,"Tipuani","Município","Municipality",NA,NA
130,28,"BOL","Bolivia",4,"La Paz",41,"Loayza",130,"Cairoma","Município","Municipality",NA,NA
131,28,"BOL","Bolivia",4,"La Paz",41,"Loayza",131,"Luribay","Município","Municipality",NA,NA
132,28,"BOL","Bolivia",4,"La Paz",41,"Loayza",132,"Malla","Município","Municipality",NA,NA
133,28,"BOL","Bolivia",4,"La Paz",41,"Loayza",133,"Sapahaqui","Município","Municipality",NA,NA
134,28,"BOL","Bolivia",4,"La Paz",41,"Loayza",134,"Yaco","Município","Municipality",NA,NA
135,28,"BOL","Bolivia",4,"La Paz",42,"Los Andes",135,"Lago","Município","Municipality",NA,NA
136,28,"BOL","Bolivia",4,"La Paz",42,"Los Andes",136,"Laja","Município","Municipality",NA,NA
137,28,"BOL","Bolivia",4,"La Paz",42,"Los Andes",137,"Pucarani","Município","Municipality",NA,NA
138,28,"BOL","Bolivia",4,"La Paz",42,"Los Andes",138,"Puerto Pérez","Município","Municipality",NA,NA
139,28,"BOL","Bolivia",4,"La Paz",43,"Manco Kapac",139,"Copacabana","Município","Municipality",NA,NA
140,28,"BOL","Bolivia",4,"La Paz",43,"Manco Kapac",140,"Lago","Município","Municipality",NA,NA
141,28,"BOL","Bolivia",4,"La Paz",43,"Manco Kapac",141,"San Pedro de Tiquina","Município","Municipality",NA,NA
142,28,"BOL","Bolivia",4,"La Paz",43,"Manco Kapac",142,"Tito Yupanqui","Município","Municipality",NA,NA
143,28,"BOL","Bolivia",4,"La Paz",44,"Muñecas",143,"Aucapata","Município","Municipality",NA,NA
144,28,"BOL","Bolivia",4,"La Paz",44,"Muñecas",144,"Ayata","Município","Municipality",NA,NA
145,28,"BOL","Bolivia",4,"La Paz",44,"Muñecas",145,"Chuma","Município","Municipality",NA,NA
146,28,"BOL","Bolivia",4,"La Paz",45,"Nor Yungas",146,"Caranavi","Município","Municipality",NA,NA
147,28,"BOL","Bolivia",4,"La Paz",45,"Nor Yungas",147,"Coripata","Município","Municipality",NA,NA
148,28,"BOL","Bolivia",4,"La Paz",45,"Nor Yungas",148,"Coroico","Município","Municipality",NA,NA
149,28,"BOL","Bolivia",4,"La Paz",46,"Omasuyos",149,"Achacachi","Município","Municipality",NA,NA
150,28,"BOL","Bolivia",4,"La Paz",46,"Omasuyos",150,"Ancoraimes","Município","Municipality",NA,NA
151,28,"BOL","Bolivia",4,"La Paz",46,"Omasuyos",151,"Batallas","Município","Municipality",NA,NA
152,28,"BOL","Bolivia",4,"La Paz",46,"Omasuyos",152,"Combaya","Município","Municipality",NA,NA
153,28,"BOL","Bolivia",4,"La Paz",46,"Omasuyos",153,"Lago","Município","Municipality",NA,NA
154,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",154,"Calacoto","Município","Municipality",NA,NA
155,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",155,"Caquiaviri","Município","Municipality",NA,NA
156,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",156,"Catacora","Município","Municipality",NA,NA
157,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",157,"Charaña","Município","Municipality",NA,NA
158,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",158,"Comanche","Município","Municipality",NA,NA
159,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",159,"Coro Coro","Município","Municipality",NA,NA
160,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",160,"Nazacara de Pacajes","Município","Municipality",NA,NA
161,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",161,"Santiago de Callapa","Município","Municipality",NA,NA
162,28,"BOL","Bolivia",4,"La Paz",47,"Pacajes",162,"Santiago de Machaca","Município","Municipality",NA,NA
163,28,"BOL","Bolivia",4,"La Paz",48,"Pedro Domingo Murillo",163,"Achocalla","Município","Municipality",NA,NA
164,28,"BOL","Bolivia",4,"La Paz",48,"Pedro Domingo Murillo",164,"El Alto","Município","Municipality",NA,NA
165,28,"BOL","Bolivia",4,"La Paz",48,"Pedro Domingo Murillo",165,"La Paz","Município","Municipality",NA,NA
166,28,"BOL","Bolivia",4,"La Paz",48,"Pedro Domingo Murillo",166,"Mecapaca","Município","Municipality",NA,NA
167,28,"BOL","Bolivia",4,"La Paz",48,"Pedro Domingo Murillo",167,"Palca","Município","Municipality",NA,NA
168,28,"BOL","Bolivia",4,"La Paz",49,"Sud Yungas",168,"Chulumani","Município","Municipality",NA,NA
169,28,"BOL","Bolivia",4,"La Paz",49,"Sud Yungas",169,"Irupana","Município","Municipality",NA,NA
170,28,"BOL","Bolivia",4,"La Paz",49,"Sud Yungas",170,"La Asunta","Município","Municipality",NA,NA
171,28,"BOL","Bolivia",4,"La Paz",49,"Sud Yungas",171,"Palos Blancos","Município","Municipality",NA,NA
172,28,"BOL","Bolivia",4,"La Paz",49,"Sud Yungas",172,"Yanacachi","Município","Municipality",NA,NA
173,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",173,"Carangas","Município","Municipality",NA,NA
174,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",174,"Chipaya","Município","Municipality",NA,NA
175,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",175,"Coipasa","Município","Municipality",NA,NA
176,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",176,"Esmeralda","Município","Municipality",NA,NA
177,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",177,"La Rivera","Município","Municipality",NA,NA
178,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",178,"Sabaya","Município","Municipality",NA,NA
179,28,"BOL","Bolivia",5,"Oruro",50,"Atahuallpa",179,"Todos Santos","Município","Municipality",NA,NA
180,28,"BOL","Bolivia",5,"Oruro",51,"Carangas",180,"Andamarca","Município","Municipality",NA,NA
181,28,"BOL","Bolivia",5,"Oruro",51,"Carangas",181,"Belén de Andamarca","Município","Municipality",NA,NA
182,28,"BOL","Bolivia",5,"Oruro",51,"Carangas",182,"Choque Cota","Município","Municipality",NA,NA
183,28,"BOL","Bolivia",5,"Oruro",51,"Carangas",183,"Corque","Município","Municipality",NA,NA
184,28,"BOL","Bolivia",5,"Oruro",51,"Carangas",184,"Huayllamarca","Município","Municipality",NA,NA
185,28,"BOL","Bolivia",5,"Oruro",52,"Cercado",185,"Caracollo","Município","Municipality",NA,NA
186,28,"BOL","Bolivia",5,"Oruro",52,"Cercado",186,"El Choro","Município","Municipality",NA,NA
187,28,"BOL","Bolivia",5,"Oruro",52,"Cercado",187,"Eucaliptus","Município","Municipality",NA,NA
188,28,"BOL","Bolivia",5,"Oruro",52,"Cercado",188,"Oruro","Município","Municipality",NA,NA
189,28,"BOL","Bolivia",5,"Oruro",53,"Eduardo Avaroa",189,"Challapata","Município","Municipality",NA,NA
190,28,"BOL","Bolivia",5,"Oruro",53,"Eduardo Avaroa",190,"Santiago de Huari","Município","Municipality",NA,NA
191,28,"BOL","Bolivia",5,"Oruro",53,"Eduardo Avaroa",191,"Santuario de Quillacas","Município","Municipality",NA,NA
192,28,"BOL","Bolivia",5,"Oruro",54,"Ladislao Cabrera",192,"Pampa Aullagas","Município","Municipality",NA,NA
193,28,"BOL","Bolivia",5,"Oruro",54,"Ladislao Cabrera",193,"Salinas de Garcí Mendoza","Município","Municipality",NA,NA
194,28,"BOL","Bolivia",5,"Oruro",55,"Litoral",194,"Cruz de Machacamarca","Município","Municipality",NA,NA
195,28,"BOL","Bolivia",5,"Oruro",55,"Litoral",195,"Escara","Município","Municipality",NA,NA
196,28,"BOL","Bolivia",5,"Oruro",55,"Litoral",196,"Huachacalla","Município","Municipality",NA,NA
197,28,"BOL","Bolivia",5,"Oruro",55,"Litoral",197,"Yunguyo de Litoral","Município","Municipality",NA,NA
198,28,"BOL","Bolivia",5,"Oruro",56,"Pantaleón Dalence",198,"Huanuni","Município","Municipality",NA,NA
199,28,"BOL","Bolivia",5,"Oruro",56,"Pantaleón Dalence",199,"Machacamarca","Município","Municipality",NA,NA
200,28,"BOL","Bolivia",5,"Oruro",57,"Poopó",200,"Antequera","Município","Municipality",NA,NA
201,28,"BOL","Bolivia",5,"Oruro",57,"Poopó",201,"Pazña","Município","Municipality",NA,NA
202,28,"BOL","Bolivia",5,"Oruro",57,"Poopó",202,"Poopó","Município","Municipality",NA,NA
203,28,"BOL","Bolivia",5,"Oruro",58,"Sajama",203,"Curahuara de Carangas","Município","Municipality",NA,NA
204,28,"BOL","Bolivia",5,"Oruro",58,"Sajama",204,"Totora","Município","Municipality",NA,NA
205,28,"BOL","Bolivia",5,"Oruro",58,"Sajama",205,"Turco","Município","Municipality",NA,NA
206,28,"BOL","Bolivia",5,"Oruro",59,"Saucarí",206,"Toledo","Município","Municipality",NA,NA
207,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",207,"Bella Flor","Município","Municipality",NA,NA
208,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",208,"Bolpebra","Município","Municipality",NA,NA
209,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",209,"Cobija","Município","Municipality",NA,NA
210,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",210,"Ingavi","Município","Municipality",NA,NA
211,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",211,"Nueva Esperanza","Município","Municipality",NA,NA
212,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",212,"Porvenir","Município","Municipality",NA,NA
213,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",213,"Santa Rosa del Abuná","Município","Municipality",NA,NA
214,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",214,"Santos Mercado","Município","Municipality",NA,NA
215,28,"BOL","Bolivia",6,"Pando",60,"Federico Román",215,"Villa Nueva","Município","Municipality",NA,NA
216,28,"BOL","Bolivia",6,"Pando",61,"Madre de Dios",216,"Puerto Gonzalo Moreno","Município","Municipality",NA,NA
217,28,"BOL","Bolivia",6,"Pando",61,"Madre de Dios",217,"San Lorenzo","Município","Municipality",NA,NA
218,28,"BOL","Bolivia",6,"Pando",61,"Madre de Dios",218,"Sena","Município","Municipality",NA,NA
219,28,"BOL","Bolivia",6,"Pando",62,"Manuripi",219,"Filadelfia","Município","Municipality",NA,NA
220,28,"BOL","Bolivia",6,"Pando",62,"Manuripi",220,"Puerto Rico","Município","Municipality",NA,NA
221,28,"BOL","Bolivia",6,"Pando",62,"Manuripi",221,"San Pedro","Município","Municipality",NA,NA
222,28,"BOL","Bolivia",7,"Potosí",63,"Alonso de Ibáñez",222,"Caripuyo","Município","Municipality",NA,NA
223,28,"BOL","Bolivia",7,"Potosí",63,"Alonso de Ibáñez",223,"Sacaca","Município","Municipality",NA,NA
224,28,"BOL","Bolivia",7,"Potosí",64,"Antonio Quijarro",224,"Porco","Município","Municipality",NA,NA
225,28,"BOL","Bolivia",7,"Potosí",64,"Antonio Quijarro",225,"Tomave","Município","Municipality",NA,NA
226,28,"BOL","Bolivia",7,"Potosí",64,"Antonio Quijarro",226,"Uyuni","Município","Municipality",NA,NA
227,28,"BOL","Bolivia",7,"Potosí",65,"Bernardino Bilbao",227,"Acasio","Município","Municipality",NA,NA
228,28,"BOL","Bolivia",7,"Potosí",65,"Bernardino Bilbao",228,"Arampampa","Município","Municipality",NA,NA
229,28,"BOL","Bolivia",7,"Potosí",66,"Charcas",229,"San Pedro de Buena Vista","Município","Municipality",NA,NA
230,28,"BOL","Bolivia",7,"Potosí",66,"Charcas",230,"Toro Toro","Município","Municipality",NA,NA
231,28,"BOL","Bolivia",7,"Potosí",67,"Chayanta",231,"Avelo","Município","Municipality",NA,NA
232,28,"BOL","Bolivia",7,"Potosí",67,"Chayanta",232,"Colquechaca","Município","Municipality",NA,NA
233,28,"BOL","Bolivia",7,"Potosí",67,"Chayanta",233,"Ocurí","Município","Municipality",NA,NA
234,28,"BOL","Bolivia",7,"Potosí",67,"Chayanta",234,"Pocoata","Município","Municipality",NA,NA
235,28,"BOL","Bolivia",7,"Potosí",68,"Cornelio Saavedra",235,"Betanzos","Município","Municipality",NA,NA
236,28,"BOL","Bolivia",7,"Potosí",68,"Cornelio Saavedra",236,"Chaquí","Município","Municipality",NA,NA
237,28,"BOL","Bolivia",7,"Potosí",68,"Cornelio Saavedra",237,"Tacobamba","Município","Municipality",NA,NA
238,28,"BOL","Bolivia",7,"Potosí",69,"Daniel Campos",238,"Llica","Município","Municipality",NA,NA
239,28,"BOL","Bolivia",7,"Potosí",69,"Daniel Campos",239,"Tahua","Município","Municipality",NA,NA
240,28,"BOL","Bolivia",7,"Potosí",70,"José María Linares",240,"Caiza ""D""","Município","Municipality",NA,NA
